"","SITECODE","LCODE","SDATE","Q1","Q2","ALKY","SODIUM","SO4S","TOTALN","ALUMINIUM","CALCIUM","CHLORIDE","CONDY","DOC","IRON","MAGNESIUM","NH4N","NO3N","PH","PHAQCS","PHAQCU","PO4P","POTASSIUM","MINTMP","MAXTMP","DEPTH","SPAWNDATE","SURFAREA","PERCDEAD","NEWMASS","HATCHDATE","CONGDATE","PH1","PH2","PH3","LEAVEDATE","Q3","TOTALP","COLOUR","PH4","PH5","PH6","Q4","survey_yearday","survey_year","spawn_yearday","spawn_year","hatch_yearday","hatch_year","cong_yearday","cong_year","leave_yearday","leave_year","nh4n_numeric","no3n_numeric","surfarea_numeric","percdead_numeric"
"838","T04",2,"19-Mar-97","507","509","0.6","2.73","0.77","0.65","0.18","1.8","3.7","32.6","12.7","0.56","0.37","0.03","0.113","5.58","4.05","4.12","0","0.34",NA,NA,NA,NA,"0","5","1",NA,"19-Mar-97",NA,NA,NA,NA,"999","0.005","0.077",NA,NA,NA,NA,77,1997,NA,NA,NA,NA,77,1997,NA,NA,0.03,0.113,0,5
"839","T11",1,"19-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.1","9.7","5.1",NA,"1.7","50","17",NA,NA,"5.6","5.5","5.6",NA,NA,NA,NA,NA,NA,NA,NA,77,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,50
"840","T09",1,"19-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","16","28",NA,"0","0","0",NA,NA,"7.6","7.6","7.6",NA,NA,NA,NA,NA,NA,NA,NA,77,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"841","T05",1,"19-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.9","10.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","T04",5,"19-Mar-97","507","509","23.9","2.9","0.67","0.5","0.13","11.7","5","95.1","8.8","0.13","0.56","0.05","0.02","6.31","4.05","4.12","0","0.5",NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"999","0","0.043",NA,NA,NA,NA,77,1997,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.02,0,0
"843","T05",1,"20-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.9","12.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","T03",1,"20-Mar-97","172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,7
"845","T02",2,"20-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.3","2","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2
"846","T05",1,"21-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","13.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","T02",2,"21-Mar-97","170","171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.7","2","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2
"848","T01",1,"21-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5","12","22",NA,"0.2","0","0",NA,NA,"7.1","7.1","7.1",NA,NA,NA,NA,NA,NA,NA,NA,79,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0
"849","T05",1,"22-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","T05",1,"23-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.4","10.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","T05",1,"24-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","10.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","T02",2,"24-Mar-97","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","10","62",NA,"3.3","2","6",NA,NA,"5.9","6.2","6.2",NA,NA,NA,NA,NA,NA,NA,NA,82,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,2
"853","T06",1,"25-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,1997,NA,NA,83,1997,NA,NA,NA,NA,NA,NA,NA,NA
"854","T05",1,"25-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.8","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","T02",2,"25-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.3","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,2
"856","T04",2,"26-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.1","10.6","61.3","26-Mar-97","0.1","2","0",NA,NA,"4","4","4.7",NA,NA,NA,NA,NA,NA,NA,NA,84,1997,84,1997,NA,NA,NA,NA,NA,NA,NA,NA,0.1,2
"857","T03",1,"26-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.3","6.3","6.3",NA,NA,NA,NA,NA,NA,NA,NA,84,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","T02",2,"26-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.4","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,2
"859","T01",1,"26-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","11.2","23",NA,"0","0","0","26-Mar-97",NA,"7.1","7.1","7.1",NA,NA,NA,NA,NA,NA,NA,NA,84,1997,NA,NA,84,1997,NA,NA,NA,NA,NA,NA,0,0
"860","T09",1,"26-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","14","27",NA,"0","10","0",NA,NA,"7.6","7.7","7.9",NA,NA,NA,NA,NA,NA,NA,NA,84,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10
"861","T11",1,"26-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7","12.8","6.7",NA,"1.8","70","4",NA,NA,"5.3","5.2","5.1",NA,NA,NA,NA,NA,NA,NA,NA,84,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,70
"862","T05",1,"26-Mar-97",NA,NA,NA,"12.888","1.502",NA,NA,"6.931","32.268",NA,NA,NA,"3.51",NA,"0.028","6.32","4.09","4.74","0.001","0.204","8.5","12.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028,NA,NA
"863","T04",4,"26-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.1","10.2",NA,NA,"0","0","0",NA,NA,"3.2","3.2","3.3",NA,NA,NA,NA,NA,NA,NA,NA,84,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"864","T04",5,"26-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.1","9.1","93.2",NA,"0","0","0",NA,NA,"5.5","5.6","5.7",NA,NA,NA,NA,NA,NA,NA,NA,84,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"865","T06",1,"27-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","19","13.5",NA,NA,"0","0",NA,NA,"7.5","7.6","7.7",NA,NA,NA,NA,NA,NA,NA,NA,85,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"866","T05",1,"27-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.9","15.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","T05",1,"28-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.6","13.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","T02",2,"28-Mar-97","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,5
"869","T01",1,"28-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"870","T05",1,"29-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.1","13.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","T09",1,"30-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,1997,NA,NA,88,1997,NA,NA,NA,NA,NA,NA,NA,NA
"872","T05",1,"30-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.8","14.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","T05",1,"31-Mar-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.6","16.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","T02",2,"31-Mar-97","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","10","60",NA,"3.5","5","0","31-Mar-97",NA,"6.2","6.1","6",NA,NA,NA,NA,NA,NA,NA,NA,89,1997,NA,NA,89,1997,NA,NA,NA,NA,NA,NA,3.5,5
"875","T06",1,"01-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","14","12",NA,NA,"0","0",NA,NA,"7.6","7.7","7.8",NA,NA,NA,NA,NA,NA,NA,NA,90,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"876","T05",1,"01-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.6","25.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","T09",1,"02-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","17","28",NA,NA,NA,NA,NA,NA,"7.8","8","8",NA,NA,NA,NA,NA,NA,NA,NA,91,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","T04",2,"02-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","13.8","51.5",NA,"0.4","1","2",NA,NA,"4.2","4.3","4.4",NA,NA,NA,NA,NA,NA,NA,NA,91,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1
"879","T11",1,"02-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.4","14.6","3.6",NA,"0","95","0",NA,NA,"5.6","5.5","5.2",NA,NA,NA,NA,NA,NA,NA,NA,91,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,95
"880","T04",5,"02-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.9","10.6","84","02-Apr-97","0.2","3","11",NA,NA,"5.7","5.9","6",NA,NA,NA,NA,NA,NA,NA,NA,91,1997,91,1997,NA,NA,NA,NA,NA,NA,NA,NA,0.2,3
"881","T05",1,"02-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5","21.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","T03",1,"02-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.5","6.5","6.5",NA,NA,NA,NA,NA,NA,NA,NA,91,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","T04",4,"02-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.9","11.3","85.5","02-Apr-97","0","1","2",NA,NA,"4.5","4.3","4.2",NA,NA,NA,NA,NA,NA,NA,NA,91,1997,91,1997,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"884","T01",1,"02-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.2","11.5","23",NA,NA,NA,NA,NA,NA,"7.1","7.2","7.1",NA,NA,NA,NA,NA,NA,NA,NA,91,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","T02",2,"02-Apr-97","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.8","5","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,5
"886","T05",1,"03-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.9","13.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"887","T03",1,"03-Apr-97","170","172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,7
"888","T05",1,"04-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","13.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","T02",2,"04-Apr-97","170","171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.8","5","0",NA,NA,NA,NA,NA,NA,"999",NA,NA,NA,NA,NA,NA,93,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,5
"890","T05",1,"05-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5","12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","T05",1,"06-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.3","15.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","T05",1,"07-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.9","16.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","T02",2,"07-Apr-97","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","14","61",NA,"3.5","5","0",NA,NA,"6.3","6.2","6.2",NA,NA,NA,NA,NA,NA,NA,NA,96,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,5
"894","T06",1,"08-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","21","20",NA,NA,"0","0",NA,NA,"7","7","7.1",NA,NA,NA,NA,NA,NA,NA,NA,97,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"895","T05",1,"08-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.9","15.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"896","T09",1,"09-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","17","27",NA,NA,NA,NA,NA,NA,"7.8","7.8","7.8",NA,NA,NA,NA,NA,NA,NA,NA,98,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","T11",1,"09-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.7","18.9","3.5",NA,"0","0","0",NA,NA,"5.8","5.5","5.3",NA,NA,NA,NA,NA,NA,NA,NA,98,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"898","T05",1,"09-Apr-97",NA,NA,NA,"13.994","1.815",NA,NA,"7.22","35.86",NA,NA,NA,"3.672",NA,"0.034",NA,NA,NA,"0.01","0.475","4.2","17.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,NA,NA
"899","T04",5,"09-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.9","12.4","88.2",NA,"0.4","30","4",NA,NA,"6.3","6.3","6.6",NA,NA,NA,NA,NA,NA,NA,NA,98,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,30
"900","T04",2,"09-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","15.6","35",NA,"0.6","50","0",NA,NA,"4.5","4.5","4.6",NA,NA,NA,NA,NA,NA,NA,NA,98,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,50
"901","T03",1,"09-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09-Apr-97",NA,"6.9","6.9","6.9",NA,NA,NA,NA,NA,NA,NA,NA,98,1997,NA,NA,98,1997,NA,NA,NA,NA,NA,NA,NA,NA
"902","T04",4,"09-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.3","12","87.2",NA,"0.2","2","3",NA,NA,"3.9","4.1","4",NA,NA,NA,NA,NA,NA,NA,NA,98,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,2
"903","T02",2,"09-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5","5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,5
"904","T05",1,"10-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.9","17.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","T05",1,"11-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.5","16.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","T11",1,"12-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,1997,NA,NA,101,1997,NA,NA,NA,NA,NA,NA,NA,NA
"907","T05",1,"12-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.1","14.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","T05",1,"13-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.4","14.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","T06",1,"14-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","22","16",NA,NA,"0","0",NA,NA,"7.6","7.5","7.6",NA,NA,NA,NA,NA,NA,NA,NA,103,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"910","T02",2,"14-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","15","58",NA,"3","5","0",NA,NA,"6.2","6.1","6.2",NA,NA,NA,NA,NA,NA,NA,NA,103,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5
"911","T05",1,"14-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.7","16.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","T05",1,"15-Apr-97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.1","15.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
